Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
dd_Smed_v6_8104_0_1	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:08 2019
dd_Smed_v6_8104_0_1	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:08 2019
dd_Smed_v6_4124_0_1	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:08 2019
dd_Smed_v6_4124_0_1	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:08 2019
dd_Smed_v6_3340_0_1	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:08 2019
dd_Smed_v6_3340_0_1	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:08 2019
dd_Smed_v6_11189_0_1	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:08 2019
dd_Smed_v6_11189_0_1	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:09 2019
dd_Smed_v6_10152_0_1	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:09 2019
dd_Smed_v6_10152_0_1	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:09 2019
dd_Smed_v6_13092_0_1	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:09 2019
dd_Smed_v6_13092_0_1	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:09 2019
DN290772	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:09 2019
DN290772	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:43:09 2019
dd_Smed_v6_29517_0_1	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	30399335	Fri Dec 20 19:47:33 2019
