Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
march	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
march	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
rnf121	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
rnf121	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
letm1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
letm1	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
traf6-2	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
traf6-2	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
trak2	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
trak2	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
gfpd01113597	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
gfpd01113597	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
rnf167	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
rnf167	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
trpm3	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
trpm3	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
gfpd01078062	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
gfpd01078062	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:23:27 2019
bcap31	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
dnahc10	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
h.64.1d	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
mfe-2	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
gfpd01083686	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
h.119.12f	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
slc39a-3	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
gfpd01036002	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
slc24a-5	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
icp0	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
scaf11	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
traf6-1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
diaph1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
gfpd01098960	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
h.113.11b	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
vamp2	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:27:53 2019
h.6.2f	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:28:43 2019
h.6.2f	PLANA:0000224: cement gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:28:43 2019
homer2	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:29:39 2019
homer2	PLANA:0000232: copulatory apparatus	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:29:39 2019
f13e6.1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:31:36 2019
f13e6.1	PLANA:0000224: cement gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:31:36 2019
h.105.12f	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:31:56 2019
h.105.12f	PLANA:0000224: cement gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:31:56 2019
gfpd01061169	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:32:15 2019
gfpd01061169	PLANA:0000224: cement gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:32:15 2019
2-Mar	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:32:45 2019
2-Mar	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:32:45 2019
2-Mar	PLANA:0000232: copulatory apparatus	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:32:45 2019
endophilin-b1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:33:27 2019
endophilin-b1	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:33:27 2019
endophilin-b1	PLANA:0000232: copulatory apparatus	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:33:27 2019
nhr-1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:33:45 2019
nhr-1	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:33:45 2019
nhr-1	PLANA:0000232: copulatory apparatus	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:33:45 2019
nhr-1	PLANA:0000224: cement gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:33:45 2019
hb.24.10d	PLANA:0000026: gut	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:34:18 2019
traf2	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:35:03 2019
traf2	PLANA:0000204: ovary	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:35:03 2019
traf2	PLANA:0000224: cement gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:35:03 2019
sp5	PLANA:0000224: cement gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:35:28 2019
tropomyosin	PLANA:0000232: copulatory apparatus	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:35:55 2019
nhr-1	PLANA:0000208: testis	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:37:52 2019
nanos	PLANA:0000208: testis	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:37:52 2019
grn	PLANA:0000234: seminal vesicle	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:40:47 2019
grn	PLANA:0000207: sperm duct	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:40:47 2019
tsp1	PLANA:0000224: cement gland	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:41:33 2019
nhr-1	PLANA:0000205: oviduct	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:42:42 2019
eya	PLANA:0000205: oviduct	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:42:42 2019
plastin	PLANA:0000208: testis	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 09:46:07 2019
dlg-1	PLANA:0000208: testis	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 10:03:46 2019
dlg-1	PLANA:0000224: cement gland	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 10:03:46 2019
dlg-2	PLANA:0000026: gut	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 10:04:03 2019
dlg-2	PLANA:0000224: cement gland	ECO:0001047	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 10:04:03 2019
tetraspanin-66e	PLANA:0000224: cement gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Sat Nov 23 10:07:38 2019
