Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
KF134113.1	PLANA:0000481: serotonergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:50:50 2021
KF134114.1	PLANA:0000481: serotonergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:50:50 2021
KF134115.1	PLANA:0000481: serotonergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:50:50 2021
KF134117.1	PLANA:0000481: serotonergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:50:50 2021
KF134116.1	PLANA:0000481: serotonergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:50:50 2021
KF134114.1	PLANA:0000036: eye	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:51:22 2021
KF134115.1	PLANA:0003117: parapharyngeal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:51:43 2021
KF134115.1	PLANA:0000482: dopaminergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:53:57 2021
KF134116.1	PLANA:0000482: dopaminergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:53:57 2021
HM777014.1	PLANA:0000482: dopaminergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:53:57 2021
KF134114.1	PLANA:0007550: serotonergic neural progenitor cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:55:02 2021
KF134113.1	PLANA:0007550: serotonergic neural progenitor cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:55:02 2021
KF134114.1	PLANA:0003117: parapharyngeal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 15:57:22 2021
HM777014.1	PLANA:0000482: dopaminergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:18:17 2021
SMED30001003	PLANA:0000464: GABAergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:18:46 2021
SMED30031525	PLANA:0000463: cholinergic neuron (Synonym = acetylcholinergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:19:11 2021
SMED30005469	PLANA:0007563: glutamatergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:19:50 2021
JN400361.1	PLANA:0000483: octopaminergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:21:19 2021
SMED30036018	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:32:35 2021
SMED30036018	PLANA:0000044: cephalic ganglia (Synonym = brain	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:32:35 2021
SMED30036018	PLANA:0000097: ventral nerve cord	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:32:35 2021
SMED30027229	PLANA:0000481: serotonergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:33:36 2021
HM777014.1	PLANA:0000482: dopaminergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:18:17 2021
SMED30001003	PLANA:0000464: GABAergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:18:46 2021
SMED30031525	PLANA:0000463: cholinergic neuron (Synonym = acetylcholinergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:19:11 2021
SMED30005469	PLANA:0007563: glutamatergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:19:50 2021
JN400361.1	PLANA:0000483: octopaminergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:21:19 2021
SMED30036018	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:32:35 2021
SMED30036018	PLANA:0000044: cephalic ganglia (Synonym = brain	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:32:35 2021
SMED30036018	PLANA:0000097: ventral nerve cord	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:32:35 2021
SMED30027229	PLANA:0000481: serotonergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:33:36 2021
KF134119.1	PLANA:0000481: serotonergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:47:14 2021
BK007043.1	PLANA:0000025: nervous system	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	24131630	Sat Mar 20 19:53:44 2021
