Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
SMU15031847	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:12:47 2020
SMU15008723	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:12:47 2020
SMU15032738	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:12:47 2020
SMU15032738	PLANA:0002075: pigment cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:13:11 2020
SMU15001551	PLANA:0002075: pigment cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:13:11 2020
SMU15014408	PLANA:0002075: pigment cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:13:11 2020
v31.029516	PLANA:0002075: pigment cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:13:11 2020
SMU15000117	PLANA:0002075: pigment cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:13:11 2020
SMU15016987	PLANA:0002075: pigment cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:13:11 2020
SMU15028202	PLANA:0000081: pharynx pouch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:13:56 2020
SMU15028202	PLANA:0000062: esophagus	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:13:56 2020
SMU15016987	PLANA:0000136: whole organism	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:14:23 2020
SMU15016987	PLANA:0000103: central nervous system	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:14:23 2020
SMU15032738	PLANA:0000419: prepharyngeal region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:14:37 2020
SMU15031036	PLANA:0002075: pigment cell	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:14:52 2020
SMU15000117	PLANA:0002075: pigment cell	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	27240733	Fri Jan 17 12:14:52 2020
