Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
EU130787.1	PLANA:0000044: cephalic ganglia	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:27:20 2021
EU130787.1	PLANA:0000097: ventral nerve cord (Synonym = VNC	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:27:20 2021
EU130787.1	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:27:20 2021
EU130787.1	PLANA:0002142: parenchyma	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:27:20 2021
EU130788.1	PLANA:0000044: cephalic ganglia	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:27:20 2021
EU130788.1	PLANA:0000097: ventral nerve cord (Synonym = VNC	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:27:20 2021
EU130788.1	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:27:20 2021
EU130788.1	PLANA:0002142: parenchyma	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:27:20 2021
gpas	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:28:06 2021
AY067542	PLANA:0002019: chemosensory neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:28:34 2021
HoxD	BSPO:0000072: posterior region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:29:24 2021
AbdBA	BSPO:0000072: posterior region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:29:24 2021
TCEN	PLANA:0000420: parapharyngeal region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:29:58 2021
HQ141797	PLANA:0000044: cephalic ganglia	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141797	PLANA:0000097: ventral nerve cord (Synonym = VNC	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141797	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141797	PLANA:0002142: parenchyma	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141794	PLANA:0000044: cephalic ganglia	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141794	PLANA:0000097: ventral nerve cord (Synonym = VNC	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141794	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141794	PLANA:0002142: parenchyma	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141793	PLANA:0000044: cephalic ganglia	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141793	PLANA:0000097: ventral nerve cord (Synonym = VNC	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141793	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
HQ141793	PLANA:0002142: parenchyma	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21282632	Tue Feb 23 18:30:47 2021
