Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
dd_Smed_v4_2802_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:02:27 2019
dd_Smed_v4_2802_0_1	BSPO:0000080: dorso-lateral region (Synonym = dorsolateral region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:02:27 2019
dd_Smed_v4_5255_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:02:27 2019
dd_Smed_v4_5255_0_1	BSPO:0000080: dorso-lateral region (Synonym = dorsolateral region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:02:27 2019
dd_Smed_v4_14395_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:03:08 2019
dd_Smed_v4_14395_0_1	PLANA:0000043: dorsal ventral margin of the whole animal (Synonym = DV boundary	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:03:08 2019
dd_Smed_v4_17655_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:03:37 2019
dd_Smed_v4_17565_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:03:37 2019
dd_Smed_v4_11909_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:03:37 2019
dd_Smed_v4_9329_1_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:04:07 2019
dd_Smed_v4_9329_1_1	PLANA:0000054: dorsal region of the epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:04:07 2019
dd_Smed_v4_9329_1_1	PLANA:0007561: head margin	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:04:07 2019
dd_Smed_v4_7249_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:04:20 2019
dd_Smed_v4_5341_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:04:38 2019
dd_Smed_v4_5341_0_1	PLANA:0000054: dorsal region of the epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:04:38 2019
dd_Smed_v4_9780_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:05:04 2019
dd_Smed_v4_9780_0_1	PLANA:0000032: dorsal midline	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:05:04 2019
dd_Smed_v4_6024_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:05:04 2019
dd_Smed_v4_6024_0_1	PLANA:0000032: dorsal midline	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:05:04 2019
dd_Smed_v4_9780_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:08:50 2019
dd_Smed_v4_9780_0_1	PLANA:0000054: dorsal region of the epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:08:50 2019
dd_Smed_v4_6024_0_1	PLANA:0000096: ventral epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:08:50 2019
dd_Smed_v4_6024_0_1	PLANA:0000054: dorsal region of the epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	28292427	Thu Dec 19 12:08:50 2019
