Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
SmedASXL_014050	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_008095	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_052019	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_003002	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_019073	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_004676	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_017839	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_002380	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_077649	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_015989	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_016646	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:28 2019
SmedASXL_045004	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:51 2019
SmedASXL_004972	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:51 2019
SmedASXL_015008	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:35:51 2019
SmedASXL_016543	BSPO:0000071: anterior region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	29158443	Tue Dec 17 09:36:08 2019
