Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
AF112361	PLANA:0000017: photoreceptor neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:03:14 2021
opsin	PLANA:0000017: photoreceptor neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:03:14 2021
ovo	PLANA:0003103: eye cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:03:44 2021
JX091074	PLANA:0003103: eye cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:03:44 2021
ovo	PLANA:0000095: trail cell (Synonym = eye progenitor cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:03:58 2021
JX091074	PLANA:0000095: trail cell (Synonym = eye progenitor cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:03:58 2021
smedwi-1	PLANA:0000429: neoblast	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:05:59 2021
DQ186985	PLANA:0000429: neoblast	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:05:59 2021
KT983961	PLANA:0000419: prepharyngeal region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:08:00 2021
Smed-ndl-2	PLANA:0000419: prepharyngeal region	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:08:00 2021
KT983961	PLANA:0000101: muscle cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:08:09 2021
Smed-ndl-2	PLANA:0000101: muscle cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:08:09 2021
EU296635	PLANA:0007561: head margin	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:08:59 2021
Smed-sFRP-1	PLANA:0007561: head margin	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:08:59 2021
FG310880	PLANA:0000463: cholinergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:10:11 2021
Smed-ChAT	PLANA:0000463: cholinergic neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:10:11 2021
FG310880	PLANA:0000044: cephalic ganglia (Synonym = brain	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:10:20 2021
Smed-ChAT	PLANA:0000044: cephalic ganglia (Synonym = brain	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:10:20 2021
FG310880	PLANA:0000097: ventral nerve cord (Synonym = VNC	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:10:30 2021
Smed-ChAT	PLANA:0000097: ventral nerve cord (Synonym = VNC	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:10:30 2021
EC386316	PLANA:0000101: muscle cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:10:56 2021
Smed-mhc-1	PLANA:0000101: muscle cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:10:56 2021
EC386316	PLANA:0000478: pharynx musculature (Synonym = pharyngeal musculature	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:11:08 2021
Smed-mhc-1	PLANA:0000478: pharynx musculature (Synonym = pharyngeal musculature	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:11:08 2021
JN983828	PLANA:0000031: pigment cup cell (Synonym = optic cup cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:12:38 2021
Smed-tyrosinase	PLANA:0000031: pigment cup cell (Synonym = optic cup cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:12:38 2021
DN293829	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:14:24 2021
Smed-laminin	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	28245923	Tue Feb  2 05:14:24 2021
