Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
KC916777	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:26:59 2019
KC916777	PLANA:0002020: chromatoid body	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:26:59 2019
KC916780	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:26:59 2019
KC916780	PLANA:0002020: chromatoid body	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:26:59 2019
KC916782	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916782	PLANA:0002020: chromatoid body	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916783	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916783	PLANA:0002020: chromatoid body	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916784	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916784	PLANA:0002020: chromatoid body	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916779	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916779	PLANA:0002020: chromatoid body	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916781	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
KC916781	PLANA:0002020: chromatoid body	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	24903754	Thu Nov 14 14:27:00 2019
