Date	PMID	ORCID	ORCID Name	Author	New	Correction	Additions	issue	full text	Annotation url	PAGE Date
2021-10-28	32078629	0000-0002-6008-7430	Nicole Lindsay-Mosher	1	1			https://github.com/planosphere/PAGE/issues/8	https://doi.org/10.1371/journal.pgen.1008613	https://github.com/planosphere/PAGE/files/7436554/32078629_0000-0002-6008-7430_2021-10-28.txt	
2021-11-01	32122990	0000-0002-9577-840X	Eudald Pascual	1	1			https://github.com/planosphere/PAGE/issues/9	https://doi.org/10.1242/dev.184044	https://github.com/planosphere/PAGE/files/7453288/32122990_0000-0002-9577-8400_2021-11-01.txt	
